objectid,cod_loc,localidad,estado,barriocomu,cod_polbar,shape_area,shape_len,codigo_upz,area_m2,population_x,pop_density_x,estrato_0,estrato_1,estrato_2,estrato_3,estrato_4,estrato_5,estrato_6,street_total_length,street_len_CL,street_ratio_CL,street_len_KR,street_ratio_KR,street_len_None,street_ratio_None,street_len_AK,street_ratio_AK,street_len_TV,street_ratio_TV,street_len_DG,street_ratio_DG,street_len_AC,street_ratio_AC,barrio,longitude,latitude,upz_code,fence_ratio,wall_ratio,road_ratio,sidewalk_ratio,building_ratio,sky_ratio,vegetation_ratio,person_count,bicyclist_count,motorcyclist_count,other_rider_count,street_light_count,population_y,pop_density_y,murder_rate,source,Matched_Barrio,Cantidad
717,4,San Cristóbal,LEGALIZADO,urb. serafina,40243,1.29869e-05,0.0152560507,34.0,159363.00592405198,3714.0,23305.28329623746,0.208124575316425,0.0,0.0,0.791875424683575,0.0,0.0,0.0,4542.003557299791,2041.1643972203465,0.4493973576792646,2143.158731603184,0.4718531600792681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urb. Serafina,-74.0974626651541,4.567872377683244,34.0,0.0209381456310679,0.0105909611650485,0.0905721165048543,0.082204,0.3357266699029126,0.2471971165048543,0.0478076990291262,1.805825242718447,0.0097087378640776,0.0776699029126213,0.0,0.0776699029126213,3714.0,23305.28329623746,0.0,2016south,,
851,1,Usaquén,LEGALIZADO,san cristóbal norte,10188,4.5634e-06,0.0106047041,11.0,55983.93771136143,1023.0,18273.09835321554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1631.560105301057,357.9949808039776,0.2194188124855626,680.838833558397,0.4172931363952221,0.0,0.0,116.54442666287484,0.071431279965852,0.0,0.0,0.0,0.0,447.8905262990174,0.2745167185957713,San Cristóbal Norte,-74.02551660730187,4.736839953507805,11.0,0.0183801954022988,0.0167784942528735,0.0841724827586206,0.0523856436781609,0.2212928620689655,0.2449473793103448,0.0647027471264367,1.632183908045977,0.0229885057471264,0.0229885057471264,0.0114942528735632,0.1034482758620689,1023.0,18273.09835321554,,2016north,,
526,11,,SIN LEGALIZAR,la estrella ii,110285,4.9611e-06,0.0115824835,71.0,60863.26296840794,3450.0,56684.44036250206,0.243336095084975,0.0,0.7566639049150249,0.0,0.0,0.0,0.0,1050.3233475984816,549.0028247508087,0.522698867930604,162.4286673489235,0.1546463455471208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
559,11,,SIN LEGALIZAR,alameda de suba,110004,5.488e-07,0.0031751578,27.0,6732.780117964379,207.0,30745.100296337223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116.12424524960323,113.01324070827118,0.973209689891675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
569,4,San Cristóbal,LEGALIZADO,san josé sur oriental,40183,2.421e-07,0.0024565033,50.0,2971.2345381053806,130.0,43752.8570473925,0.2421607108835956,0.0,0.7578392891164044,0.0,0.0,0.0,0.0,56.90669007126221,56.90669007126221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
618,4,San Cristóbal,LEGALIZADO,la gloria baja,40075,3.1287e-06,0.0080602939,50.0,38393.65849244145,1206.0,31411.437392386688,0.0001239784975545,0.0,0.9998760215024454,0.0,0.0,0.0,0.0,1305.454437684886,938.778511506254,0.7191200890711277,304.2220311209053,0.2330391795675516,0.0,0.0,0.0,0.0,24.66677402558401,0.0188951627215182,37.78712103214262,0.0289455686398024,0.0,0.0,La Gloria Baja,-74.09385784865614,4.5490040855664216,50.0,0.0147647142857142,0.0,0.0312905714285714,0.0322174285714285,0.3479104285714286,0.1005962142857142,0.0001146428571428,0.5,0.0714285714285714,0.0,0.0,0.5714285714285714,1206.0,31411.437392386688,0.0,2016south,,
731,4,San Cristóbal,LEGALIZADO,los libertadores sector san isidro,40108,1.0109e-06,0.0048682135,51.0,12405.907995697273,334.0,26922.656537178973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,452.0193440543901,101.45270543264805,0.2244432827203089,0.0,0.0,0.0,0.0,0.0,0.0,304.38325496279293,0.6733854622959841,46.18338365894908,0.102171254983707,0.0,0.0,Los Libertadores Sector San Isidro,-74.087903347978,4.5328127238125,51.0,0.02565425,0.0330005,0.074802375,0.06360175,0.399774,0.294636375,0.004839125,1.375,0.0,0.0,0.0,0.125,334.0,26922.656537178973,0.0,2016south,,
1397,19,Ciudad Bolívar,LEGALIZADO,mirador de la primavera,190134,1.9009e-06,0.0057163337,69.0,23324.76385838992,1317.0,56463.594143795584,0.0017611259361825,0.752880582068215,0.2453582919956025,0.0,0.0,0.0,0.0,1234.2680155612748,177.51024061426946,0.1438182294090703,52.9368562707115,0.0428892717005543,0.0,0.0,0.0,0.0,462.344154360586,0.3745897556539519,470.1380460151752,0.3809043417538315,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3043,16,Puente Aranda,LEGALIZADO,los ejidos,160040,4.55717e-05,0.0280455114,108.0,559174.3298140285,597.0,1067.6455770037792,0.7986099193324115,0.0,0.0,0.2013900806675882,0.0,0.0,0.0,10082.00793922338,4253.838463126089,0.4219237366970139,2929.849910679556,0.2906018253845219,0.0,0.0,1081.6722474893063,0.1072873830302327,501.1183461254542,0.0497042205428034,0.0,0.0,1295.619463832984,0.1285080781173026,Los Ejidos,-74.10186004840877,4.616759292112672,108.0,0.010855372659176,0.0107212078651685,0.1398411516853932,0.0347819101123595,0.2231450580524344,0.2388122378277153,0.0591067715355805,0.5805243445692884,0.0880149812734082,0.1086142322097378,0.0018726591760299,0.4007490636704119,597.0,1067.6455770037792,0.0016750418760469,2016central,los ejidos,1.0
3190,5,Usme,LEGALIZADO,san juan ii,50240,3.097e-07,0.0030415159,57.0,3800.921673040457,21.0,5524.97573126824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,124.14797748481136,36.04242424930659,0.2903182555166163,81.86682876381971,0.6594294198134283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3194,9,Fontibón,LEGALIZADO,granjas de techo,90049,4.82176e-05,0.0292089255,112.0,591619.1131115512,177.0,299.17897525164346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6763.717830100017,2238.507297535315,0.3309581141267411,1058.1969941729117,0.156451972236882,0.0,0.0,1841.9008954917815,0.2723207770872584,0.0,0.0,0.0,0.0,1050.1815125982864,0.1552669018693757,Granjas de Techo,-74.11778323198656,4.641799850990407,112.0,0.0266309074803149,0.0161102440944881,0.1138280669291338,0.0478687913385826,0.1693045393700787,0.2821516377952756,0.1058436279527559,0.9881889763779528,0.0531496062992126,0.2480314960629921,0.0,0.1358267716535433,177.0,299.17897525164346,0.0,2016central,,
3205,9,Fontibón,SIN LEGALIZAR,interindustrial - el vergel,90054,1.9994e-05,0.0189402628,112.0,245318.67403950085,12.0,48.91596633229714,0.00973304131232,0.0,0.0,0.0013104762896165,0.9889564823980632,0.0,0.0,2083.391172732425,315.1086637809697,0.1512479595311407,81.82524253545608,0.0392750260279446,0.0,0.0,563.505762661864,0.2704752568970572,0.0,0.0,0.0,0.0,1121.0807297386723,0.5381038109460473,Interindustrial - El Vergel,-74.1285229725855,4.651252063782457,112.0,0.0062073035714285,0.0054818035714285,0.1511514375,0.0175444196428571,0.0275001249999999,0.3931772857142857,0.0549008928571428,0.3214285714285714,0.0089285714285714,0.625,0.0,0.1875,12.0,48.91596633229714,0.0,2016central,,
2209,11,,SIN LEGALIZAR,prado pinzon - santa carolina,110439,1.0386e-06,0.0044847477,19.0,12741.8289232467,702.0,55094.13163751109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216.81138961430943,0.0,0.0,210.18870917316147,0.9694541857190748,0.0,0.0,0.0,0.0,0.0481202080993732,0.0002219450195166,0.0,0.0,6.574560233048591,0.0303238692614083,Prado Pinzon - Santa Carolina,-74.05639339120772,4.725938369016772,19.0,0.0039572857142857,0.0020502857142857,0.1216261428571428,0.0465434285714285,0.3123374285714285,0.2039538571428571,0.0070045714285714,1.0,0.0,0.1428571428571428,0.0,0.4285714285714285,702.0,55094.13163751109,0.0,2016north,,
342,4,San Cristóbal,SIN LEGALIZAR,s.c. san blass ii,40163,2.31585e-05,0.036977667,32.0,284180.7104040353,303.0,1066.2229662569578,0.0889622100906289,0.5631960762308896,0.3478417136784813,0.0,0.0,0.0,0.0,1499.1774305642816,368.39238413760944,0.2457296759056389,423.1403204946528,0.2822483262273934,0.0,0.0,0.0,0.0,8.346423972007015,0.0055673356614403,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3555,11,,SIN LEGALIZAR,palma aldea - urb. el merey,110415,1.765e-07,0.0017248511,28.0,2164.7923899079224,197.0,91001.79810239412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3632,5,Usme,SIN LEGALIZAR,san german,50293,4.847e-07,0.0026748647,60.0,5948.222098447369,45.0,7565.2857703054,0.0006672290079312,0.9993327709920689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3646,9,Fontibón,SIN LEGALIZAR,agrup. de vivienda viempro ii,90001,3.788e-07,0.0025642022,75.0,4648.11690946382,144.0,30980.287889663043,0.0008330333941393,0.0,0.0,0.9991669666058608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3692,1,Usaquén,SIN LEGALIZAR,barrancas oriental - servita,10020,3.73534e-05,0.0356080074,11.0,458255.7530988864,293.0,639.3809527073715,0.0,0.0,0.9960963047239704,0.0039036952760295,0.0,0.0,0.0,2858.1212214699217,35.159589152815094,0.012301643782181,13.899846679921673,0.0048632810167418,0.0,0.0,398.21160968566136,0.1393263542128078,0.0,0.0,0.0,0.0,0.0,0.0,Barrancas Oriental - Servita,-74.02243096760421,4.74127940099601,11.0,0.0116564,0.0039833,0.1373265,0.0059811,0.010064,0.3142466,0.2549905,1.0,0.0,0.3,0.0,0.4,293.0,639.3809527073715,0.0,2016north,,
3699,1,Usaquén,SIN LEGALIZAR,s.c. páramo_,10176,0.0005523298,0.1672535147,14.0,6776513.566307755,1152.0,169.99892182429107,0.0252380833369848,0.0,0.0664775136205374,0.0,0.0,0.0983387374081851,0.8099456656342925,8641.885422739691,265.74235557999384,0.0307505066985425,292.2181148520236,0.0338141621367832,0.0,0.0,0.0,0.0,0.0,0.0,4.457308098486176,0.0005157795874911,0.0,0.0,S.C. Páramo_,-74.02214818934057,4.703936735081814,14.0,0.0008395714285714,0.0117401428571428,0.02406,0.0403287142857142,0.4959634285714286,0.0686482857142857,0.2028815714285714,0.2857142857142857,0.0,0.0,0.0,0.0,1152.0,169.99892182429107,0.0,2016north,,
3798,15,Antonio Nariño,SIN LEGALIZAR,santa isabel del restrepo,150021,7.908e-07,0.0039969321,38.0,9704.03369836327,412.0,42456.571443016524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,166.4721438696049,156.45094889736734,0.9398025715336072,10.021194972237582,0.0601974284663927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santa Isabel del Restrepo,-74.1021284026631,4.59212256678217,38.0,0.0432354,0.0343119,0.0940793,0.026449,0.2760540999999999,0.1946333,0.1393022,0.5,0.0,0.0,0.0,0.0,412.0,42456.571443016524,0.0,2016south,,
3867,19,Ciudad Bolívar,SIN LEGALIZAR,divino niño,190274,6.8538e-06,0.0105432349,68.0,84107.34272559162,310.0,3685.766188231688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,173.26299001735205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2599,4,San Cristóbal,LEGALIZADO,buenos_aires,40022,9.327e-06,0.0194852813,32.0,114449.61184352593,3194.0,27907.47778478093,0.0937256175918505,0.0,0.9062743824081494,0.0,0.0,0.0,0.0,3103.4820461896315,1302.149549319647,0.4195769557998215,1787.3454584759538,0.5759161586484467,0.0,0.0,0.0,0.0,13.987038394030884,0.0045068855517317,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2899,4,San Cristóbal,SIN LEGALIZAR,s.c. granada sur,40150,3.1685e-06,0.0108677079,34.0,38880.3061494281,484.0,12448.461648934812,0.3044619261552972,0.0,0.6955380738447027,0.0,0.0,0.0,0.0,621.4896508685624,423.5195255765617,0.6814586936156898,197.9701252920005,0.3185413063843099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.C. Granada Sur,-74.09141078549901,4.572477543970551,34.0,0.0047466666666666,0.0,0.0915088333333333,0.0434078333333333,0.0901411666666666,0.3368095,0.1650363333333333,4.166666666666667,0.1666666666666666,0.0,0.0,0.5,484.0,12448.461648934812,0.0,2016south,,
2973,5,Usme,LEGALIZADO,brisas del llano,50025,1.2515e-06,0.0049223374,61.0,15359.083331873198,300.0,19532.41567336505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,748.6602058380925,231.8197481837293,0.3096461470450632,501.0109170614768,0.6692100276661785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2990,11,,SIN LEGALIZAR,el torreón,110216,2.6182e-06,0.006595094,3.0,32117.15730361815,7.0,217.9520414532894,0.996448950414576,0.0,0.0,0.0,0.0,0.0,0.0035510495854241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1775,7,Bosa,LEGALIZADO,humberto valencia ii sector,70120,2.8151e-06,0.0075891917,85.0,34541.79716614947,1167.0,33785.15583270362,0.1570238336445216,0.0,0.8429761663554782,0.0,0.0,0.0,0.0,1169.611874428271,340.7148753915428,0.2913059304891982,717.9272216079062,0.6138166320847614,0.0,0.0,0.0,0.0,0.0,0.0,110.96977742882169,0.09487743742604,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1800,7,Bosa,LEGALIZADO,laureles la estación,70192,9.291e-07,0.0055058948,85.0,11400.789393928697,515.0,45172.31063616129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,425.8675910211312,221.2266242388853,0.5194727866199809,204.64096678224587,0.4805272133800193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laureles La Estación,-74.17823980779967,4.600154458505866,85.0,0.0423306666666666,0.0152713333333333,0.2869093333333333,0.0141883333333333,0.127425,0.2552293333333333,0.122652,0.3333333333333333,0.0,0.0,0.0,0.0,515.0,45172.31063616129,0.0,2016south,,
1823,7,Bosa,LEGALIZADO,villa esmeralda,70357,5.527e-07,0.0035023342,86.0,6781.023516400504,70.0,10322.925415418307,0.8984189701927068,0.0,0.1015810298072933,0.0,0.0,0.0,0.0,45.702889005428986,0.0,0.0,45.702889005428986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2006,11,,SIN LEGALIZAR,urb. colina norte ii etapa,110692,5.7818e-06,0.0099296136,24.0,70933.46787708628,1874.0,26419.12282150469,0.0248897082790405,0.0,0.0,0.0,0.0,0.9751102917209592,0.0,1596.1300709550171,329.2714801543772,0.2062936386865784,552.288871349422,0.3460174589774938,0.0,0.0,398.235482614666,0.2495006452553008,0.0,0.0,0.0,0.0,316.33423683655207,0.1981882570806268,Urb. Colina Norte II Etapa,-74.06429343732601,4.7247218906395,24.0,0.0546287307692307,0.0345465576923076,0.101291173076923,0.0313069038461538,0.190970173076923,0.1989522307692307,0.2253735192307692,0.5,0.0,0.0384615384615384,0.0,0.1346153846153846,1874.0,26419.12282150469,0.0,2016north,,
2020,11,,LEGALIZADO,vista bella ii sector,110819,5.806e-07,0.0030820625,18.0,7122.809888250814,211.0,29623.14077033669,0.0,0.0,0.0,0.8327082028043807,0.1672917971956193,0.0,0.0,152.20967052960532,84.03179347621554,0.5520792022204073,68.17787705338976,0.4479207977795926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2106,11,,SIN LEGALIZAR,urb. floresta iii (sauces ii),110711,3.405e-06,0.0074710913,25.0,41775.68628597583,450.0,10771.8158576623,0.0,0.0,0.0,0.0,1.0,0.0,0.0,974.5910850955462,450.9820205693569,0.4627397351219807,523.6090645261894,0.5372602648780193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urb. Floresta III (Sauces II),-74.074479990233,4.69015312825025,25.0,0.0034035,0.00588825,0.09054725,0.031921,0.317706,0.3300885,0.0700215,0.75,0.0,0.0,0.0,0.25,450.0,10771.8158576623,0.0,2016north,,
2190,11,,SIN LEGALIZAR,niza suba - urb. lourdes,110378,2.671e-07,0.0022724153,24.0,3276.7341837057866,19.0,5798.456308870364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.08867607617374,0.0,0.0,38.08867607617374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2283,11,,SIN LEGALIZAR,burgos britalia,110065,1.7819e-05,0.0184969388,23.0,218602.7690581848,6161.0,28183.54052212461,0.0027409009124116,0.0,0.0,0.0,0.9948947094321406,0.0023643896554478,0.0,2190.1210534502334,795.1311668344053,0.3630535241793078,594.1935526447686,0.2713062603131908,0.0,0.0,700.5213357764836,0.3198550758977039,0.0,0.0,0.0,0.0,0.0,0.0,Burgos Britalia,-74.06438403186172,4.74608604185112,23.0,0.0374472,0.0142377333333333,0.0993493333333333,0.0600336,0.1767440666666666,0.2198976,0.1628891333333333,0.8666666666666667,0.0666666666666666,0.0,0.0,0.2666666666666666,6161.0,28183.54052212461,0.0,2016north,,
77,3,Candelaria,LEGALIZADO,las aguas_,170008,2.39278e-05,0.034002745,94.0,293605.42440640874,1595.0,5432.460940477041,0.6313597784362305,0.0,0.0757823697827694,0.2928578517809999,0.0,0.0,0.0,5579.408595729674,2902.111842464509,0.52014685654779,2176.235544891536,0.3900477098159053,0.0,0.0,0.0,0.0,139.37382775777013,0.0249800360318552,66.6613295469948,0.0119477411276197,0.0,0.0,Las Aguas_,-74.06521274617049,4.600669847963987,94.0,0.0548473975903614,0.0301841204819277,0.0892965301204819,0.0381253253012048,0.1533280361445783,0.0816543855421686,0.3732480602409638,0.927710843373494,0.0,0.0481927710843373,0.0,0.144578313253012,1595.0,5432.460940477041,0.0,2016south,,
161,4,San Cristóbal,LEGALIZADO,barcelona sur oriental,40013,5.1319e-06,0.0128414293,34.0,62973.59283205036,3049.0,48417.11998442964,0.0364727768063665,0.0,0.7819091550479991,0.1816180681456344,0.0,0.0,0.0,3472.355710440009,1517.3935291065743,0.4369925363764917,1758.2237873987788,0.5063489843832794,0.0,0.0,0.0,0.0,0.0,0.0,194.204188960459,0.0559286562654175,0.0,0.0,Barcelona Sur Oriental,-74.10304011859768,4.565711541072879,34.0,0.0020508235294117,0.0174903235294117,0.0750889705882352,0.0301666176470588,0.4458773235294118,0.198476794117647,0.0878337352941176,0.6176470588235294,0.0,0.0,0.0,0.0588235294117647,3049.0,48417.11998442964,0.0,2016south,,
273,19,Ciudad Bolívar,LEGALIZADO,ismael perdomo,190080,2.92016e-05,0.0314949752,69.0,358324.7266760344,11451.0,31957.046632600894,0.0671566094385568,3.629085235325781e-08,0.9328433542705908,0.0,0.0,0.0,0.0,10750.185723268018,5971.2333972403785,0.5554539754895644,2614.9930296428483,0.2432509630027024,0.0,0.0,28.01994533130158,0.0026064615116978,503.7330061690335,0.0468580747473728,612.6482690039958,0.056989552066804,0.0,0.0,,,,,,,,,,,,,,,,,,,,,ismael perdomo,6.0
459,11,,LEGALIZADO,jaime bermeo,110247,1.6948e-06,0.0060797492,28.0,20792.402176641288,534.0,25682.45821062028,0.4421534228174086,0.4145894947097849,0.0,0.1432570824728064,0.0,0.0,0.0,745.3149884393599,403.0868379886102,0.540827494738362,286.1955591521903,0.3839927595599074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaime Bermeo,-74.09430653014385,4.7152737862167,28.0,0.0170356428571428,0.0127047142857142,0.0303835,0.0411049999999999,0.4597984285714286,0.1956992142857143,0.0523142142857142,1.4285714285714286,0.2142857142857142,0.0714285714285714,0.0,0.3571428571428571,534.0,25682.45821062028,0.0,2016north,,
562,10,Engativá,SIN LEGALIZAR,bochica iv etapa,100016,9.3115e-06,0.0135169762,72.0,114237.6777195996,5106.0,44696.28674116482,0.1045783125499349,0.0,0.0,0.895421687450065,0.0,0.0,0.0,2145.9744104389733,901.97548533177,0.4203104570791526,919.5641745608214,0.4285065889358477,0.0,0.0,6.58524782013669,0.0030686516055844,0.0,0.0,317.84950272624485,0.1481143023794149,0.0,0.0,Bochica IV Etapa,-74.107019671146,4.715345621928933,72.0,0.015038,0.0036409999999999,0.08237,0.0007781666666666,0.0455163333333333,0.4865721666666667,0.3046825,0.0,0.0,0.0,0.0,0.0,5106.0,44696.28674116482,0.0,2016north,,
577,4,San Cristóbal,LEGALIZADO,los arrayanes santa inés,40097,4.212e-07,0.0029468934,32.0,5168.700229980198,224.0,43337.78126669539,0.0,0.0,1.0,0.0,0.0,0.0,0.0,244.98089981382063,115.97909213519095,0.4734209574025247,107.78420157919828,0.4399698166718776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
606,18,Rafael Uribe,LEGALIZADO,palermo sur el triángulo,180100,1.5041e-06,0.0062208751,55.0,18457.797025785225,444.0,24054.87498750472,0.0674582107584098,0.93254178924159,0.0,0.0,0.0,0.0,0.0,991.242543408367,339.0489858523075,0.3420444250571556,574.6235002825609,0.5797001996168666,0.0,0.0,0.0,0.0,0.0,0.0,55.24775287102538,0.0557358572212378,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3020,10,Engativá,SIN LEGALIZAR,los álamos - el carmelo,100128,7.3572e-06,0.0128660537,30.0,90264.65756680818,1810.0,20052.14497889556,0.1799726285912036,0.0,0.0,0.8200273714087964,0.0,0.0,0.0,3389.2379181873343,1385.1397222328242,0.4086876624387698,1342.209229675117,0.3960209528143632,0.0,0.0,287.5437138027915,0.0848402268426698,50.74424437916384,0.0149721694386988,0.0,0.0,0.0,0.0,Los Álamos - El Carmelo,-74.11394106424066,4.699274352664743,30.0,0.0261318644067796,0.0083425762711864,0.1430600847457627,0.0517102033898305,0.159745406779661,0.316147593220339,0.1411775762711864,1.1355932203389831,0.5932203389830508,0.0847457627118644,0.0,0.0508474576271186,1810.0,20052.14497889556,0.0,2016north,,
3033,5,Usme,LEGALIZADO,santa librada,50248,1.27384e-05,0.0154469023,57.0,156324.10759846843,3886.0,24858.60984398847,0.0207412764285169,0.0,0.9792587235714828,0.0,0.0,0.0,0.0,4247.672786313185,1889.3185912584445,0.4447891083668663,2268.314985907236,0.5340135881502411,0.0,0.0,0.0,0.0,90.03920914750316,0.0211973034828922,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,santa librada,7.0
3081,5,Usme,SIN LEGALIZAR,s.c. ciudad londres i,50184,5.176e-07,0.0033479759,,6352.448785216018,49.0,7713.560810444807,0.0968666959322623,0.9031333040677376,0.0,0.0,0.0,0.0,0.0,136.3151212992762,81.98339581498976,0.6014255427686369,54.33172548428645,0.3985744572313632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3105,18,Rafael Uribe,LEGALIZADO,resurrección 2,180114,6.0974e-06,0.0144474725,53.0,74821.26834247772,2401.0,32089.80618999876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2424.523188729652,1197.790482529149,0.4940313576281942,1053.9238236976255,0.4346932331259068,0.0,0.0,0.0,0.0,6.956602404189901,0.0028692661866578,146.53145736451654,0.0604372266042515,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3166,9,Fontibón,LEGALIZADO,palestina,90080,4.2914e-06,0.0125282199,75.0,52651.38838671898,2577.0,48944.57827155863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1699.3680958293985,522.6697771410678,0.3075671353509623,1014.086018150944,0.5967430014955095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6123005373868,0.0956898631535281,,,,,,,,,,,,,,,,,,,,,palestina,2.0
3241,5,Usme,LEGALIZADO,brazuelos,50022,1.86689e-05,0.0401615066,58.0,229108.43712356308,2418.0,10553.954408479163,0.1809768023258051,0.5347412846987702,0.2842819129754246,0.0,0.0,0.0,0.0,4130.4100735643215,2069.117985958746,0.5009473512573556,1537.6512786637425,0.3722756944897803,0.0,0.0,0.0,0.0,120.15390310043472,0.0290900663518739,155.01237369485048,0.0375295360349252,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3310,12,Barrios Unidos,SIN LEGALIZAR,los andes - urb. malta,120032,1.00841e-05,0.0135894189,21.0,123721.57212945956,8.0,64.66131865531884,0.9999939670685604,0.0,0.0,0.0,6.0329314395761e-06,0.0,0.0,1472.3988897628874,417.5398455636372,0.2835779410502524,115.24390251601746,0.0782694847960501,0.0,0.0,939.6151416832328,0.6381525741536974,0.0,0.0,0.0,0.0,0.0,0.0,Los Andes - Urb. Malta,-74.07455861735407,4.686916543280951,21.0,0.0195602786885245,0.0053354918032786,0.1042755081967213,0.0584095245901639,0.1261260491803278,0.2877455573770491,0.1660963114754098,1.852459016393443,0.0327868852459016,0.081967213114754,0.0,0.2459016393442623,8.0,64.66131865531884,0.0,2016north,,
3348,11,,SIN LEGALIZAR,el arrayán 2,110147,3.629e-07,0.0025267691,27.0,4452.112198133862,320.0,71875.99632689638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.39504641492316,4.300260918330144,0.0619678369060848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3352,10,Engativá,SIN LEGALIZAR,san joaquín norte,100222,5.0884e-06,0.0093522379,26.0,62430.50548258224,1525.0,24427.16086009373,0.1539280205182324,0.0,0.0,0.8460719794817675,0.0,0.0,0.0,1571.0584302879158,778.7636119537788,0.4956936018038875,766.7422727412247,0.4880418563431213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Joaquín Norte,-74.0971749406402,4.677271027093402,26.0,0.0088516666666666,0.0026602564102564,0.0743194102564102,0.0753997179487179,0.4072350769230769,0.2565424615384615,0.0298190256410256,0.9487179487179488,0.0256410256410256,0.0,0.0,0.1025641025641025,1525.0,24427.16086009373,0.0,2016north,,
